Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Bakeware items included (product.metafields.shopify.bakeware-items-included),Bakeware pieces included (product.metafields.shopify.bakeware-pieces-included),Cleaning instructions (product.metafields.shopify.cleaning-instructions),Color (product.metafields.shopify.color-pattern),Compatible stove top type (product.metafields.shopify.compatible-stove-top-type),Cookware/Bakeware material (product.metafields.shopify.cookware-bakeware-material),Cookware items included (product.metafields.shopify.cookware-items-included),Dinnerware pieces included (product.metafields.shopify.dinnerware-pieces-included),Drinkware material (product.metafields.shopify.drinkware-material),Drinkware pieces included (product.metafields.shopify.drinkware-pieces-included),Features (product.metafields.shopify.features),Food storage material (product.metafields.shopify.food-storage-material),Hardware material (product.metafields.shopify.hardware-material),Material (product.metafields.shopify.material),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Tool/Utensil material (product.metafields.shopify.tool-utensil-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
81132-breakfast-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81132_seti-kahvaltilik-02.jpg?v=1742348527,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81132-breakfast-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81132_seti-kahvaltilik-01.jpg?v=1742348527,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81132-breakfast-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81132_kahvaltilik-seti-05.jpg?v=1742348528,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81132-breakfast-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81132_kahvaltilik-seti-06.jpg?v=1742348528,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81121-2-lt-lockable-storage-container,81121 – 2 Lt. Lockable Storage Container,"<ul>
<li>It is a storage container in which you can safely store food.</li>
<li>Does not contain any harmful substance.</li>
<li>It is suitable for contact with food.</li>
<li>Machine washable too.</li>
<li>With its ergonomic design, it can be stacked on top of each other without taking up space.<br>
<table class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-internal-quantity"">
<th class=""woocommerce-product-attributes-item__label"">Package Internal Quantity</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>24</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Product Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>17,7×27,7×7,4 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_packing-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Packing Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>17,7×27,7×7,4 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-dimension-w-l-h"">
<th class=""woocommerce-product-attributes-item__label"">Package Dimension (W / L / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>29,5×37,5×40,5 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-weight"">
<th class=""woocommerce-product-attributes-item__label"">Product Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>173 gr</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-weight"">
<th class=""woocommerce-product-attributes-item__label"">Package Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>4,4 kg</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_barcode-no"">
<th class=""woocommerce-product-attributes-item__label"">BARCODE NO</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>8694816811213</p>
</td>
</tr>
</tbody>
</table>
<br>
</li>
</ul>",ORCHEEE,Home & Garden > Kitchen & Dining > Food Storage > Food Storage Containers,"",Food Storage,true,Title,Default Title,,,,,,,,"",0.0,shopify,12,deny,manual,450.00,500.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81121_2-lt-kilitli-saklama-kabi.jpg?v=1742348527,1,"",false,,,,,,,,,,,,,,,,,,,clear,,,,,,,,,,,square,,,,kg,,250.00,true,,,active
81121-2-lt-lockable-storage-container,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81121_2-lt-kilitli-saklama-kabi-01.jpg?v=1742348528,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81120-1-lt-lockable-storage-container,81120 – 1 Lt. Lockable Storage Container,"<ul>
<li>It is a storage container in which you can safely store food.</li>
<li>Does not contain any harmful substance.</li>
<li>It is suitable for contact with food.</li>
<li>Machine washable too.</li>
<li>With its ergonomic design, it can be stacked on top of each other without taking up space.<br>
<table class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-internal-quantity"">
<th class=""woocommerce-product-attributes-item__label"">Package Internal Quantity</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>24</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Product Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>15,4×21,8×6 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_packing-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Packing Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>15,4×21,8×6 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-dimension-w-l-h"">
<th class=""woocommerce-product-attributes-item__label"">Package Dimension (W / L / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>24,5×31,5×38 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-weight"">
<th class=""woocommerce-product-attributes-item__label"">Product Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>106 gr</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-weight"">
<th class=""woocommerce-product-attributes-item__label"">Package Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>2,86 kg</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_barcode-no"">
<th class=""woocommerce-product-attributes-item__label"">BARCODE NO</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>8694816811206</p>
</td>
</tr>
</tbody>
</table>
<br>
</li>
</ul>",ORCHEEE,Home & Garden > Kitchen & Dining > Food Storage > Food Storage Containers,"",Food Storage,true,Title,Default Title,,,,,,,,"",0.0,shopify,6,deny,manual,350.00,400.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81120_1-lt-kilitli-saklama-kabi-03.jpg?v=1742348527,1,"",false,,,,,,,,,,,,,,,,,,,clear,,,,,,,,,,,rectangular,,,,kg,,200.00,true,,,active
81120-1-lt-lockable-storage-container,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81120_1-lt-kilitli-saklama-kabi.jpg?v=1742348527,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81119-0-40-lt-lockable-storage-container,81119 – 0.40 Lt. Lockable Storage Container,"<ul>
<li>It is a storage container in which you can safely store food.</li>
<li>Does not contain any harmful substance.</li>
<li>It is suitable for contact with food.</li>
<li>Machine washable too.</li>
<li>With its ergonomic design, it can be stacked on top of each other without taking up space.<br>
<div class=""elementor-element elementor-element-568df26 elementor-widget elementor-widget-woocommerce-product-title elementor-page-title elementor-widget-heading"" data-id=""568df26"" data-element_type=""widget"" data-widget_type=""woocommerce-product-title.default"">
<div class=""elementor-widget-container"">
<h1 class=""product_title entry-title elementor-heading-title elementor-size-default"">81119 – 0.40 Lt. Lockable Storage Container</h1>
</div>
</div>
<div class=""elementor-element elementor-element-b185e30 elementor-widget elementor-widget-spacer"" data-id=""b185e30"" data-element_type=""widget"" data-widget_type=""spacer.default"">
<div class=""elementor-widget-container"">
<div class=""elementor-spacer"">
<div class=""elementor-spacer-inner""><br></div>
</div>
</div>
</div>
<div class=""elementor-element elementor-element-341ea5a wc-product-info-yes wc-product-info-top-border-no wc-product-info-bottom-border-no elementor-widget elementor-widget-the7-woocommerce-product-additional-information"" data-id=""341ea5a"" data-element_type=""widget"" data-widget_type=""the7-woocommerce-product-additional-information.default"">
<div class=""elementor-widget-container"">
<table class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_koli-i%cc%87%c3%a7i-adet"">
<th class=""woocommerce-product-attributes-item__label"">Koli İçi Adet</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>24</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_%c3%bcr%c3%bcn-ebat%c4%b1-dgy"">
<th class=""woocommerce-product-attributes-item__label"">Ürün Ebatı (D/G/Y)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>12,5x16x5,2 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_ambalaj-ebat%c4%b1-dgy"">
<th class=""woocommerce-product-attributes-item__label"">Ambalaj Ebatı (D/G/Y)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>12,5x16x5,2 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_koli-ebat%c4%b1-dgy"">
<th class=""woocommerce-product-attributes-item__label"">Koli Ebatı (D/G/Y)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>18,5×26,5×37 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_%c3%bcr%c3%bcn-a%c4%9f%c4%b1rl%c4%b1%c4%9f%c4%b1"">
<th class=""woocommerce-product-attributes-item__label"">Ürün Ağırlığı</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>65 gr</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_koli-a%c4%9f%c4%b1rl%c4%b1%c4%9f%c4%b1"">
<th class=""woocommerce-product-attributes-item__label"">Koli Ağırlığı</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>1,8 kg</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_barkod-no"">
<th class=""woocommerce-product-attributes-item__label"">BARKOD NO</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>8694816811190</p>
</td>
</tr>
</tbody>
</table>
</div>
</div>
<br>
</li>
</ul>",ORCHEEE,Home & Garden > Kitchen & Dining > Food Storage > Food Storage Containers,"",Food Storage,true,Title,Default Title,,,,,,,,"",0.0,shopify,0,deny,manual,250.00,300.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81119_0-40-lt-kilitli-saklama-kabi-03.jpg?v=1742348528,1,"",false,,,,,,,,,,,,,,,,,,,clear,,,,,,,,,,,rectangular,,,,kg,,150.00,true,,,active
81119-0-40-lt-lockable-storage-container,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81119_0-40-lt-kilitli-saklama-kabi.jpg?v=1742348527,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70170-decobella-bath-care-set,70170 – DecoBella Bath Care Set,"<table class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-internal-quantity"">
<th class=""woocommerce-product-attributes-item__label"">Package Internal Quantity</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>12</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Product Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>10x16x46 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_packing-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Packing Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>10x16x46 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-dimension-w-l-h"">
<th class=""woocommerce-product-attributes-item__label"">Package Dimension (W / L / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>38,5×43,5×27 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-weight"">
<th class=""woocommerce-product-attributes-item__label"">Product Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>300 gr</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-weight"">
<th class=""woocommerce-product-attributes-item__label"">Package Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>4 kg</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_barcode-no"">
<th class=""woocommerce-product-attributes-item__label"">BARCODE NO</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>8694816701705</p>
</td>
</tr>
</tbody>
</table>",ORCHEEE,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bath Sponges & Loofahs,"",Bath Sponges,true,Title,Default Title,,,,,,,,"",0.0,shopify,7,deny,manual,1600.00,2000.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/70170-web21.jpg?v=1742348528,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1000.00,true,,,active
70170-decobella-bath-care-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/70170-web3.jpg?v=1742348527,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70160-greenleaves-backed-bath-loufah-with-handle,70160 – GreenLeaves Backed Bath. Loufah With Handle,"<div class=""elementor-element elementor-element-568df26 elementor-widget elementor-widget-woocommerce-product-title elementor-page-title elementor-widget-heading"" data-id=""568df26"" data-element_type=""widget"" data-widget_type=""woocommerce-product-title.default"">
<div class=""elementor-widget-container"">
<h1 class=""product_title entry-title elementor-heading-title elementor-size-default"">70160 – GreenLeaves Backed Bath. Loufah With Handle</h1>
</div>
</div>
<div class=""elementor-element elementor-element-b185e30 elementor-widget elementor-widget-spacer"" data-id=""b185e30"" data-element_type=""widget"" data-widget_type=""spacer.default"">
<div class=""elementor-widget-container"">
<div class=""elementor-spacer"">
<div class=""elementor-spacer-inner""><br></div>
</div>
</div>
</div>
<div class=""elementor-element elementor-element-341ea5a wc-product-info-yes wc-product-info-top-border-no wc-product-info-bottom-border-no elementor-widget elementor-widget-the7-woocommerce-product-additional-information"" data-id=""341ea5a"" data-element_type=""widget"" data-widget_type=""the7-woocommerce-product-additional-information.default"">
<div class=""elementor-widget-container"">
<table class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-internal-quantity"">
<th class=""woocommerce-product-attributes-item__label"">Package Internal Quantity</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>100</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Product Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>6,5x8x44,5cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_packing-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Packing Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>6,5x18x44,5 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-dimension-w-l-h"">
<th class=""woocommerce-product-attributes-item__label"">Package Dimension (W / L / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>44x26x105 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-weight"">
<th class=""woocommerce-product-attributes-item__label"">Product Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>103 gr</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-weight"">
<th class=""woocommerce-product-attributes-item__label"">Package Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>12,1 kg</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_barcode-no"">
<th class=""woocommerce-product-attributes-item__label"">BARCODE NO</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>8694816701606</p>
</td>
</tr>
</tbody>
</table>
</div>
</div>",ORCHEEE,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bath Sponges & Loofahs,"",Bath Sponges,true,Title,Default Title,,,,,,,,"",0.0,shopify,0,deny,manual,500.00,600.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/70160-web-1-copy_1.jpg?v=1742348527,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,300.00,true,,,active
70160-greenleaves-backed-bath-loufah-with-handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/70160-web-4-copy.jpg?v=1742348527,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70160-greenleaves-backed-bath-loufah-with-handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/70160-web-3-copy.jpg?v=1742348527,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70160-greenleaves-backed-bath-loufah-with-handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/70160-web-5-copy.jpg?v=1742348528,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70160-greenleaves-backed-bath-loufah-with-handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/70160-web-2-copy.jpg?v=1742348528,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50842-adjustable-organizer-basket-1-large-2-small,50842 – Adjustable Organizer Basket – 1 Large + 2 Small,"<ul>
<li>It is a quality and stylish product that you can use for multi-purpose.</li>
<li>It helps you organize the cabinet interiors.</li>
<li>It is attached to the inner surface of the cabinet doors, providing easy access to the products and saving space.</li>
<li>It provides the possibility of use at the desired level with its adjustable height.</li>
<li>It allows you to collect cleaning products in the kitchen and bathroom in one place, and also allows you to quickly access your stationery and hardware products at home or at work.</li>
<li>It is suitable for use on all 17-20 mm cabinet doors.</li>
<li>The Rear Strap, which is the product parts, is 35 cm. x 25 cm.,</li>
<li>Wide Basket 10 cm. x 24.5 cm. x 11 cm. in size.</li>
<li>Narrow Basket 10 cm. x 11 cm. x 11 cm. in size.</li>
<li>Package includes 1 hanger plate, 1 wide basket, 2 narrow baskets.</li>
<li>Made of 100% Propylene.<br>
<table class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-internal-quantity"">
<th class=""woocommerce-product-attributes-item__label"">Package Internal Quantity</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>12</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Product Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>11x25x36 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_packing-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Packing Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>11x25x36 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-dimension-w-l-h"">
<th class=""woocommerce-product-attributes-item__label"">Package Dimension (W / L / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>37x51x37,5 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-weight"">
<th class=""woocommerce-product-attributes-item__label"">Product Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>416 gr</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-weight"">
<th class=""woocommerce-product-attributes-item__label"">Package Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>5,52 kg</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_barcode-no"">
<th class=""woocommerce-product-attributes-item__label"">BARCODE NO</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>8694816508427</p>
</td>
</tr>
</tbody>
</table>
<br>
</li>
</ul>",ORCHEEE,Home & Garden > Household Supplies > Storage & Organization > Household Storage Bags,"",Organizer,true,Title,Default Title,,,,,,,,"",0.0,shopify,0,deny,manual,1000.00,1200.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/50842_seviye-ayarlanabilir-duzenleyici-1-genis-2-dar.jpg?v=1742348527,1,"",false,,,,,,,,,,,,,,plastic,,,,,gray; white,,,,,,,,,,,,,,,kg,,600.00,true,,,active
